lat,lon,alt,date,device,os,version
40.7311820984,-73.9917678833,14,2012-04-13 02:59:12,"iPhone4,1",5.1.1,1.1
40.726398468,-73.9916534424,43.0314598083,2012-04-13 03:18:24,"iPhone4,1",5.1,1.0
40.726398468,-73.9916534424,43.0314598083,2012-04-13 03:18:24,"iPhone4,1",5.1.1,1.1
40.7216453552,-73.9934616089,44.75,2012-04-13 03:24:48,"iPhone4,1",5.1,1.0
40.7216453552,-73.9934616089,44.75,2012-04-13 03:24:48,"iPhone4,1",5.1.1,1.1
40.718296051,-73.9872207642,31.5027179718,2012-04-13 03:39:44,"iPhone4,1",5.1,1.0
40.718296051,-73.9872207642,31.5027179718,2012-04-13 03:39:44,"iPhone4,1",5.1.1,1.1
40.7186050415,-73.9542160034,25.8181266785,2012-04-13 03:56:48,"iPhone4,1",5.1,1.0
40.7186050415,-73.9542160034,25.8181266785,2012-04-13 03:56:48,"iPhone4,1",5.1.1,1.1
40.7178878784,-73.9434967041,25,2012-04-13 04:05:20,"iPhone4,1",5.1,1.0
40.7178878784,-73.9434967041,25,2012-04-13 04:05:20,"iPhone4,1",5.1.1,1.1
40.7215538025,-73.949508667,18.8434581757,2012-04-13 04:26:40,"iPhone4,1",5.1,1.0
40.7215538025,-73.949508667,18.8434581757,2012-04-13 04:26:40,"iPhone4,1",5.1.1,1.1
40.7130241394,-73.9585800171,25.5928440094,2012-04-13 04:35:12,"iPhone4,1",5.1,1.0
40.7130241394,-73.9585800171,25.5928440094,2012-04-13 04:35:12,"iPhone4,1",5.1.1,1.1
40.7108230591,-73.9655990601,30.1666660309,2012-04-13 04:41:36,"iPhone4,1",5.1,1.0
40.7108230591,-73.9655990601,30.1666660309,2012-04-13 04:41:36,"iPhone4,1",5.1.1,1.1
40.7172775269,-73.9747619629,32.1994132996,2012-04-13 05:15:44,"iPhone4,1",5.1,1.0
40.7172775269,-73.9747619629,32.1994132996,2012-04-13 05:15:44,"iPhone4,1",5.1.1,1.1
40.7287864685,-73.993309021,51.5270729065,2012-04-13 05:28:32,"iPhone4,1",5.1,1.0
40.7287864685,-73.993309021,51.5270729065,2012-04-13 05:28:32,"iPhone4,1",5.1.1,1.1
40.7333908081,-73.9935455322,45.3569107056,2012-04-13 07:02:24,"iPhone4,1",5.1,1.0
40.7333908081,-73.9935455322,45.3569107056,2012-04-13 07:02:24,"iPhone4,1",5.1.1,1.1
40.7232208252,-73.9699172974,41.6677970886,2012-04-13 07:25:52,"iPhone4,1",5.1,1.0
40.7232208252,-73.9699172974,41.6677970886,2012-04-13 07:25:52,"iPhone4,1",5.1.1,1.1
40.7142295837,-73.9446792603,24,2012-04-13 07:36:32,"iPhone4,1",5.1,1.0
40.7142295837,-73.9446792603,24,2012-04-13 07:36:32,"iPhone4,1",5.1.1,1.1
40.720035553,-73.9442749023,23.3779602051,2012-04-13 11:09:52,"iPhone4,1",5.1,1.0
40.720035553,-73.9442749023,23.3779602051,2012-04-13 11:09:52,"iPhone4,1",5.1.1,1.1
40.7229270935,-73.939453125,13,2012-04-13 11:18:24,"iPhone4,1",5.1,1.0
40.7229270935,-73.939453125,13,2012-04-13 11:18:24,"iPhone4,1",5.1.1,1.1
40.7407798767,-73.9051437378,33,2012-04-13 11:33:20,"iPhone4,1",5.1,1.0
40.7407798767,-73.9051437378,33,2012-04-13 11:33:20,"iPhone4,1",5.1.1,1.1
40.7661170959,-73.8621902466,14.6742706299,2012-04-13 11:37:36,"iPhone4,1",5.1,1.0
40.7661170959,-73.8621902466,14.6742706299,2012-04-13 11:37:36,"iPhone4,1",5.1.1,1.1
40.7708740234,-73.8653488159,15.5,2012-04-13 11:50:24,"iPhone4,1",5.1,1.0
40.7708740234,-73.8653488159,15.5,2012-04-13 11:50:24,"iPhone4,1",5.1.1,1.1
40.7797622681,-73.8310546875,17.8105220795,2012-04-13 12:28:48,"iPhone4,1",5.1,1.0
40.7797622681,-73.8310546875,17.8105220795,2012-04-13 12:28:48,"iPhone4,1",5.1.1,1.1
40.772151947,-73.8673706055,17.7046089172,2012-04-13 12:43:44,"iPhone4,1",5.1,1.0
40.772151947,-73.8673706055,17.7046089172,2012-04-13 12:43:44,"iPhone4,1",5.1.1,1.1
35.2195587158,-80.9495010376,0,2012-04-13 14:43:12,"iPhone4,1",5.1,1.0
35.2195587158,-80.9495010376,0,2012-04-13 14:43:12,"iPhone4,1",5.1.1,1.1
35.2229614258,-80.9707870483,219.279037476,2012-04-13 14:47:28,"iPhone4,1",5.1,1.0
35.2229614258,-80.9707870483,219.279037476,2012-04-13 14:47:28,"iPhone4,1",5.1.1,1.1
35.2191390991,-80.9451904297,220,2012-04-13 14:53:52,"iPhone4,1",5.1,1.0
35.2191390991,-80.9451904297,220,2012-04-13 14:53:52,"iPhone4,1",5.1.1,1.1
35.2214927673,-80.9283218384,223.375,2012-04-13 15:23:44,"iPhone4,1",5.1,1.0
35.2214927673,-80.9283218384,223.375,2012-04-13 15:23:44,"iPhone4,1",5.1.1,1.1
35.22240448,-80.9529037476,223.061264038,2012-04-13 15:32:16,"iPhone4,1",5.1,1.0
35.22240448,-80.9529037476,223.061264038,2012-04-13 15:32:16,"iPhone4,1",5.1.1,1.1
35.2199020386,-80.9450073242,223.399993896,2012-04-13 15:40:48,"iPhone4,1",5.1,1.0
35.2199020386,-80.9450073242,223.399993896,2012-04-13 15:40:48,"iPhone4,1",5.1.1,1.1
33.6420631409,-84.4281234741,312.87411499,2012-04-13 17:31:44,"iPhone4,1",5.1,1.0
33.6420631409,-84.4281234741,312.87411499,2012-04-13 17:31:44,"iPhone4,1",5.1.1,1.1
33.6407737732,-84.4431762695,313.270050049,2012-04-13 17:42:24,"iPhone4,1",5.1,1.0
33.6407737732,-84.4431762695,313.270050049,2012-04-13 17:42:24,"iPhone4,1",5.1.1,1.1
33.6786270142,-84.4253311157,312.167480469,2012-04-13 18:10:08,"iPhone4,1",5.1,1.0
33.6786270142,-84.4253311157,312.167480469,2012-04-13 18:10:08,"iPhone4,1",5.1.1,1.1
33.7762260437,-84.385055542,314.833343506,2012-04-13 18:25:04,"iPhone4,1",5.1,1.0
33.7762260437,-84.385055542,314.833343506,2012-04-13 18:25:04,"iPhone4,1",5.1.1,1.1
33.7755966187,-84.3754501343,279.600006104,2012-04-13 18:37:52,"iPhone4,1",5.1,1.0
33.7755966187,-84.3754501343,279.600006104,2012-04-13 18:37:52,"iPhone4,1",5.1.1,1.1
33.7758483887,-84.3816070557,277.334716797,2012-04-14 16:10:40,"iPhone4,1",5.1,1.0
33.7758483887,-84.3816070557,277.334716797,2012-04-14 16:10:40,"iPhone4,1",5.1.1,1.1
33.7766456604,-84.3874816895,318.863586426,2012-04-14 16:19:12,"iPhone4,1",5.1,1.0
33.7766456604,-84.3874816895,318.863586426,2012-04-14 16:19:12,"iPhone4,1",5.1.1,1.1
33.7769622803,-84.3941802979,281.22833252,2012-04-14 16:27:44,"iPhone4,1",5.1,1.0
33.7769622803,-84.3941802979,281.22833252,2012-04-14 16:27:44,"iPhone4,1",5.1.1,1.1
33.7769012451,-84.3885498047,294.018615723,2012-04-14 23:49:20,"iPhone4,1",5.1,1.0
33.7769012451,-84.3885498047,294.018615723,2012-04-14 23:49:20,"iPhone4,1",5.1.1,1.1
33.7769699097,-84.3945236206,282.5,2012-04-15 00:02:08,"iPhone4,1",5.1,1.0
33.7769699097,-84.3945236206,282.5,2012-04-15 00:02:08,"iPhone4,1",5.1.1,1.1
33.7768745422,-84.3851165771,342,2012-04-15 04:20:16,"iPhone4,1",5.1,1.0
33.7768745422,-84.3851165771,342,2012-04-15 04:20:16,"iPhone4,1",5.1.1,1.1
33.7721862793,-84.3635864258,334.240142822,2012-04-15 04:35:12,"iPhone4,1",5.1,1.0
33.7721862793,-84.3635864258,334.240142822,2012-04-15 04:35:12,"iPhone4,1",5.1.1,1.1
33.7755470276,-84.375328064,283.863800049,2012-04-15 04:45:52,"iPhone4,1",5.1,1.0
33.7755470276,-84.375328064,283.863800049,2012-04-15 04:45:52,"iPhone4,1",5.1.1,1.1
33.7770118713,-84.388633728,316,2012-04-15 15:10:56,"iPhone4,1",5.1,1.0
33.7770118713,-84.388633728,316,2012-04-15 15:10:56,"iPhone4,1",5.1.1,1.1
33.7763328552,-84.396484375,299.5,2012-04-15 15:25:52,"iPhone4,1",5.1,1.0
33.7763328552,-84.396484375,299.5,2012-04-15 15:25:52,"iPhone4,1",5.1.1,1.1
33.7755432129,-84.3753662109,301.21270752,2012-04-16 04:28:48,"iPhone4,1",5.1,1.0
33.7755432129,-84.3753662109,301.21270752,2012-04-16 04:28:48,"iPhone4,1",5.1.1,1.1
33.775932312,-84.381111145,291.32220459,2012-04-16 14:43:12,"iPhone4,1",5.1,1.0
33.775932312,-84.381111145,291.32220459,2012-04-16 14:43:12,"iPhone4,1",5.1.1,1.1
33.7771034241,-84.3951644897,285.25,2012-04-16 14:47:28,"iPhone4,1",5.1,1.0
33.7771034241,-84.3951644897,285.25,2012-04-16 14:47:28,"iPhone4,1",5.1.1,1.1
33.7770805359,-84.3894424438,327.419464111,2012-04-16 17:21:04,"iPhone4,1",5.1,1.0
33.7770805359,-84.3894424438,327.419464111,2012-04-16 17:21:04,"iPhone4,1",5.1.1,1.1
33.776927948,-84.3949813843,284.979156494,2012-04-16 17:29:36,"iPhone4,1",5.1,1.0
33.776927948,-84.3949813843,284.979156494,2012-04-16 17:29:36,"iPhone4,1",5.1.1,1.1
33.7770462036,-84.3889770508,315.857147217,2012-04-16 22:26:08,"iPhone4,1",5.1,1.0
33.7770462036,-84.3889770508,315.857147217,2012-04-16 22:26:08,"iPhone4,1",5.1.1,1.1
33.7760429382,-84.3822860718,316.733337402,2012-04-16 23:21:36,"iPhone4,1",5.1,1.0
33.7760429382,-84.3822860718,316.733337402,2012-04-16 23:21:36,"iPhone4,1",5.1.1,1.1
33.7755317688,-84.3753585815,312,2012-04-16 23:32:16,"iPhone4,1",5.1,1.0
33.7755317688,-84.3753585815,312,2012-04-16 23:32:16,"iPhone4,1",5.1.1,1.1
33.7754135132,-84.3549346924,308.461547852,2012-04-16 23:45:04,"iPhone4,1",5.1,1.0
33.7754135132,-84.3549346924,308.461547852,2012-04-16 23:45:04,"iPhone4,1",5.1.1,1.1
33.7733268738,-84.3655090332,309.513305664,2012-04-17 03:31:12,"iPhone4,1",5.1,1.0
33.7733268738,-84.3655090332,309.513305664,2012-04-17 03:31:12,"iPhone4,1",5.1.1,1.1
33.7755355835,-84.3753509521,316.962005615,2012-04-17 03:41:52,"iPhone4,1",5.1,1.0
33.7755355835,-84.3753509521,316.962005615,2012-04-17 03:41:52,"iPhone4,1",5.1.1,1.1
33.7768249512,-84.3967132568,297.814453125,2012-04-17 18:31:28,"iPhone4,1",5.1,1.0
33.7768249512,-84.3967132568,297.814453125,2012-04-17 18:31:28,"iPhone4,1",5.1.1,1.1
33.7760047913,-84.3827285767,299.694274902,2012-04-18 00:27:44,"iPhone4,1",5.1,1.0
33.7760047913,-84.3827285767,299.694274902,2012-04-18 00:27:44,"iPhone4,1",5.1.1,1.1
33.7761001587,-84.37525177,276.583343506,2012-04-18 00:34:08,"iPhone4,1",5.1,1.0
33.7761001587,-84.37525177,276.583343506,2012-04-18 00:34:08,"iPhone4,1",5.1.1,1.1
33.7721786499,-84.3635787964,283.096160889,2012-04-18 00:42:40,"iPhone4,1",5.1,1.0
33.7721786499,-84.3635787964,283.096160889,2012-04-18 00:42:40,"iPhone4,1",5.1.1,1.1
33.7787055969,-84.3807144165,284.629150391,2012-04-18 00:53:20,"iPhone4,1",5.1,1.0
33.7787055969,-84.3807144165,284.629150391,2012-04-18 00:53:20,"iPhone4,1",5.1.1,1.1
33.7755241394,-84.3753585815,280.267272949,2012-04-18 00:59:44,"iPhone4,1",5.1,1.0
33.7755241394,-84.3753585815,280.267272949,2012-04-18 00:59:44,"iPhone4,1",5.1.1,1.1
33.7760276794,-84.3808898926,296.619567871,2012-04-18 16:02:08,"iPhone4,1",5.1,1.1
33.7760276794,-84.3808898926,296.619567871,2012-04-18 16:02:08,"iPhone4,1",5.1.1,1.1
33.7763214111,-84.3869018555,314.714080811,2012-04-18 16:10:40,"iPhone4,1",5.1,1.1
33.7763214111,-84.3869018555,314.714080811,2012-04-18 16:10:40,"iPhone4,1",5.1.1,1.1
33.7768096924,-84.3923110962,314.534759521,2012-04-18 16:19:12,"iPhone4,1",5.1,1.1
33.7768096924,-84.3923110962,314.534759521,2012-04-18 16:19:12,"iPhone4,1",5.1.1,1.1
33.7770004272,-84.3977813721,296.566223145,2012-04-18 22:49:36,"iPhone4,1",5.1,1.1
33.7770004272,-84.3977813721,296.566223145,2012-04-18 22:49:36,"iPhone4,1",5.1.1,1.1
33.7768669128,-84.3896179199,314.49420166,2012-04-18 23:38:40,"iPhone4,1",5.1,1.1
33.7768669128,-84.3896179199,314.49420166,2012-04-18 23:38:40,"iPhone4,1",5.1.1,1.1
33.7783699036,-84.3691329956,322.000183105,2012-04-19 00:17:04,"iPhone4,1",5.1,1.1
33.7783699036,-84.3691329956,322.000183105,2012-04-19 00:17:04,"iPhone4,1",5.1.1,1.1
33.77551651,-84.3753967285,278.807495117,2012-04-19 00:21:20,"iPhone4,1",5.1,1.1
33.77551651,-84.3753967285,278.807495117,2012-04-19 00:21:20,"iPhone4,1",5.1.1,1.1
33.776260376,-84.3814697266,280.831604004,2012-04-19 14:51:44,"iPhone4,1",5.1,1.1
33.776260376,-84.3814697266,280.831604004,2012-04-19 14:51:44,"iPhone4,1",5.1.1,1.1
33.7763175964,-84.3869094849,316.262023926,2012-04-19 14:58:08,"iPhone4,1",5.1,1.1
33.7763175964,-84.3869094849,316.262023926,2012-04-19 14:58:08,"iPhone4,1",5.1.1,1.1
33.7768440247,-84.3931655884,287.647094727,2012-04-19 15:08:48,"iPhone4,1",5.1,1.1
33.7768440247,-84.3931655884,287.647094727,2012-04-19 15:08:48,"iPhone4,1",5.1.1,1.1
33.7784996033,-84.3983459473,292.897949219,2012-04-19 19:09:52,"iPhone4,1",5.1,1.1
33.7784996033,-84.3983459473,292.897949219,2012-04-19 19:09:52,"iPhone4,1",5.1.1,1.1
33.7768630981,-84.3933105469,283.52355957,2012-04-19 23:00:16,"iPhone4,1",5.1,1.1
33.7768630981,-84.3933105469,283.52355957,2012-04-19 23:00:16,"iPhone4,1",5.1.1,1.1
33.776599884,-84.387588501,316.787750244,2012-04-19 23:06:40,"iPhone4,1",5.1,1.1
33.776599884,-84.387588501,316.787750244,2012-04-19 23:06:40,"iPhone4,1",5.1.1,1.1
33.7721595764,-84.3777999878,324.1668396,2012-04-19 23:25:52,"iPhone4,1",5.1,1.1
33.7721595764,-84.3777999878,324.1668396,2012-04-19 23:25:52,"iPhone4,1",5.1.1,1.1
33.7864456177,-84.3667907715,324.1668396,2012-04-19 23:32:16,"iPhone4,1",5.1,1.1
33.7864456177,-84.3667907715,324.1668396,2012-04-19 23:32:16,"iPhone4,1",5.1.1,1.1
33.7790870667,-84.3671951294,284.659240723,2012-04-19 23:45:04,"iPhone4,1",5.1,1.1
33.7790870667,-84.3671951294,284.659240723,2012-04-19 23:45:04,"iPhone4,1",5.1.1,1.1
33.7673873901,-84.3573150635,272.635162354,2012-04-20 02:37:52,"iPhone4,1",5.1,1.1
33.7673873901,-84.3573150635,272.635162354,2012-04-20 02:37:52,"iPhone4,1",5.1.1,1.1
33.7759208679,-84.364944458,239,2012-04-20 02:52:48,"iPhone4,1",5.1,1.1
33.7759208679,-84.364944458,239,2012-04-20 02:52:48,"iPhone4,1",5.1.1,1.1
33.7819213867,-84.3806381226,274.64944458,2012-04-20 03:26:56,"iPhone4,1",5.1,1.1
33.7819213867,-84.3806381226,274.64944458,2012-04-20 03:26:56,"iPhone4,1",5.1.1,1.1
33.781578064,-84.3667907715,274.619445801,2012-04-20 03:41:52,"iPhone4,1",5.1,1.1
33.781578064,-84.3667907715,274.619445801,2012-04-20 03:41:52,"iPhone4,1",5.1.1,1.1
33.7817459106,-84.3799819946,293.666656494,2012-04-20 04:33:04,"iPhone4,1",5.1,1.1
33.7817459106,-84.3799819946,293.666656494,2012-04-20 04:33:04,"iPhone4,1",5.1.1,1.1
33.7796134949,-84.4169158936,292.96206665,2012-04-20 04:43:44,"iPhone4,1",5.1,1.1
33.7796134949,-84.4169158936,292.96206665,2012-04-20 04:43:44,"iPhone4,1",5.1.1,1.1
33.7880020142,-84.3987808228,293,2012-04-20 04:50:08,"iPhone4,1",5.1,1.1
33.7880020142,-84.3987808228,293,2012-04-20 04:50:08,"iPhone4,1",5.1.1,1.1
33.753944397,-84.3881607056,280.00302124,2012-04-20 05:00:48,"iPhone4,1",5.1,1.1
33.753944397,-84.3881607056,280.00302124,2012-04-20 05:00:48,"iPhone4,1",5.1.1,1.1
33.7555618286,-84.3748931885,298,2012-04-20 05:15:44,"iPhone4,1",5.1,1.1
33.7555618286,-84.3748931885,298,2012-04-20 05:15:44,"iPhone4,1",5.1.1,1.1
33.7766189575,-84.3774795532,281.191314697,2012-04-20 05:32:48,"iPhone4,1",5.1,1.1
33.7766189575,-84.3774795532,281.191314697,2012-04-20 05:32:48,"iPhone4,1",5.1.1,1.1
33.7765274048,-84.3858947754,278.482879639,2012-04-20 16:44:48,"iPhone4,1",5.1,1.1
33.7765274048,-84.3858947754,278.482879639,2012-04-20 16:44:48,"iPhone4,1",5.1.1,1.1
33.7768363953,-84.3913269043,293.052307129,2012-04-20 16:49:04,"iPhone4,1",5.1,1.1
33.7768363953,-84.3913269043,293.052307129,2012-04-20 16:49:04,"iPhone4,1",5.1.1,1.1
33.7771720886,-84.3974685669,304.498291016,2012-04-20 16:57:36,"iPhone4,1",5.1,1.1
33.7771720886,-84.3974685669,304.498291016,2012-04-20 16:57:36,"iPhone4,1",5.1.1,1.1
33.7768440247,-84.3900222778,282.641845703,2012-04-21 00:25:36,"iPhone4,1",5.1,1.1
33.7768440247,-84.3900222778,282.641845703,2012-04-21 00:25:36,"iPhone4,1",5.1.1,1.1
33.7761688232,-84.384437561,317.551055908,2012-04-21 00:36:16,"iPhone4,1",5.1,1.1
33.7761688232,-84.384437561,317.551055908,2012-04-21 00:36:16,"iPhone4,1",5.1.1,1.1
33.775554657,-84.3754730225,281.519561768,2012-04-21 00:42:40,"iPhone4,1",5.1,1.1
33.775554657,-84.3754730225,281.519561768,2012-04-21 00:42:40,"iPhone4,1",5.1.1,1.1
33.7823562622,-84.3550567627,280.623962402,2012-04-21 00:57:36,"iPhone4,1",5.1,1.1
33.7823562622,-84.3550567627,280.623962402,2012-04-21 00:57:36,"iPhone4,1",5.1.1,1.1
33.7809867859,-84.349899292,289,2012-04-21 01:46:40,"iPhone4,1",5.1,1.1
33.7809867859,-84.349899292,289,2012-04-21 01:46:40,"iPhone4,1",5.1.1,1.1
33.7855377197,-84.3659286499,308.835327148,2012-04-21 03:39:44,"iPhone4,1",5.1,1.1
33.7855377197,-84.3659286499,308.835327148,2012-04-21 03:39:44,"iPhone4,1",5.1.1,1.1
33.7819595337,-84.3546981812,308.384429932,2012-04-21 03:54:40,"iPhone4,1",5.1,1.1
33.7819595337,-84.3546981812,308.384429932,2012-04-21 03:54:40,"iPhone4,1",5.1.1,1.1
33.77967453,-84.3474273682,308.283569336,2012-04-21 04:09:36,"iPhone4,1",5.1,1.1
33.77967453,-84.3474273682,308.283569336,2012-04-21 04:09:36,"iPhone4,1",5.1.1,1.1
33.7855987549,-84.3661270142,308.415039062,2012-04-21 04:16:00,"iPhone4,1",5.1,1.1
33.7855987549,-84.3661270142,308.415039062,2012-04-21 04:16:00,"iPhone4,1",5.1.1,1.1
33.779876709,-84.3476867676,310.052429199,2012-04-21 04:28:48,"iPhone4,1",5.1,1.1
33.779876709,-84.3476867676,310.052429199,2012-04-21 04:28:48,"iPhone4,1",5.1.1,1.1
33.7853240967,-84.365272522,308.594818115,2012-04-21 07:57:52,"iPhone4,1",5.1,1.1
33.7853240967,-84.365272522,308.594818115,2012-04-21 07:57:52,"iPhone4,1",5.1.1,1.1
33.7797050476,-84.3475799561,308.249969482,2012-04-21 08:02:08,"iPhone4,1",5.1,1.1
33.7797050476,-84.3475799561,308.249969482,2012-04-21 08:02:08,"iPhone4,1",5.1.1,1.1
33.7850990295,-84.3648834229,313.302398682,2012-04-21 08:14:56,"iPhone4,1",5.1,1.1
33.7850990295,-84.3648834229,313.302398682,2012-04-21 08:14:56,"iPhone4,1",5.1.1,1.1
33.7770042419,-84.3525466919,304,2012-04-21 08:23:28,"iPhone4,1",5.1,1.1
33.7770042419,-84.3525466919,304,2012-04-21 08:23:28,"iPhone4,1",5.1.1,1.1
33.7755241394,-84.3753356934,299.312103271,2012-04-21 09:53:04,"iPhone4,1",5.1,1.1
33.7755241394,-84.3753356934,299.312103271,2012-04-21 09:53:04,"iPhone4,1",5.1.1,1.1
33.7750892639,-84.3659896851,279.533782959,2012-04-21 23:45:04,"iPhone4,1",5.1,1.1
33.7750892639,-84.3659896851,279.533782959,2012-04-21 23:45:04,"iPhone4,1",5.1.1,1.1
33.7738342285,-84.360458374,231,2012-04-22 00:08:32,"iPhone4,1",5.1,1.1
33.7738342285,-84.360458374,231,2012-04-22 00:08:32,"iPhone4,1",5.1.1,1.1
33.7790222168,-84.3459625244,309,2012-04-22 00:12:48,"iPhone4,1",5.1,1.1
33.7790222168,-84.3459625244,309,2012-04-22 00:12:48,"iPhone4,1",5.1.1,1.1
33.7772254944,-84.3509368896,305,2012-04-22 00:25:36,"iPhone4,1",5.1,1.1
33.7772254944,-84.3509368896,305,2012-04-22 00:25:36,"iPhone4,1",5.1.1,1.1
33.7716369629,-84.3801956177,323,2012-04-22 00:40:32,"iPhone4,1",5.1,1.1
33.7716369629,-84.3801956177,323,2012-04-22 00:40:32,"iPhone4,1",5.1.1,1.1
33.7768173218,-84.3899383545,307.555541992,2012-04-22 00:55:28,"iPhone4,1",5.1,1.1
33.7768173218,-84.3899383545,307.555541992,2012-04-22 00:55:28,"iPhone4,1",5.1.1,1.1
33.7767295837,-84.3965454102,303.041534424,2012-04-22 01:04:00,"iPhone4,1",5.1,1.1
33.7767295837,-84.3965454102,303.041534424,2012-04-22 01:04:00,"iPhone4,1",5.1.1,1.1
33.7766685486,-84.3904647827,291.119750977,2012-04-22 02:40:00,"iPhone4,1",5.1,1.1
33.7766685486,-84.3904647827,291.119750977,2012-04-22 02:40:00,"iPhone4,1",5.1.1,1.1
33.7738876343,-84.3744049072,314.34664917,2012-04-22 03:03:28,"iPhone4,1",5.1,1.1
33.7738876343,-84.3744049072,314.34664917,2012-04-22 03:03:28,"iPhone4,1",5.1.1,1.1
33.7728843689,-84.3632888794,286.96105957,2012-04-22 21:24:16,"iPhone4,1",5.1,1.1
33.7728843689,-84.3632888794,286.96105957,2012-04-22 21:24:16,"iPhone4,1",5.1.1,1.1
33.7755661011,-84.3754348755,275.726409912,2012-04-22 22:04:48,"iPhone4,1",5.1,1.1
33.7755661011,-84.3754348755,275.726409912,2012-04-22 22:04:48,"iPhone4,1",5.1.1,1.1
33.7775306702,-84.39112854,279.72253418,2012-04-23 16:59:44,"iPhone4,1",5.1,1.1
33.7775306702,-84.39112854,279.72253418,2012-04-23 16:59:44,"iPhone4,1",5.1.1,1.1
33.7768974304,-84.3856964111,321.67880249,2012-04-24 02:14:24,"iPhone4,1",5.1,1.1
33.7768974304,-84.3856964111,321.67880249,2012-04-24 02:14:24,"iPhone4,1",5.1.1,1.1
33.7768707275,-84.3852615356,335.098114014,2012-04-24 02:25:04,"iPhone4,1",5.1,1.1
33.7768707275,-84.3852615356,335.098114014,2012-04-24 02:25:04,"iPhone4,1",5.1.1,1.1
33.77526474,-84.3754806519,310.568817139,2012-04-24 02:33:36,"iPhone4,1",5.1,1.1
33.77526474,-84.3754806519,310.568817139,2012-04-24 02:33:36,"iPhone4,1",5.1.1,1.1
33.7725982666,-84.3815002441,279.92678833,2012-04-24 16:02:08,"iPhone4,1",5.1,1.1
33.7725982666,-84.3815002441,279.92678833,2012-04-24 16:02:08,"iPhone4,1",5.1.1,1.1
33.775932312,-84.385635376,316.111114502,2012-04-24 16:08:32,"iPhone4,1",5.1,1.1
33.775932312,-84.385635376,316.111114502,2012-04-24 16:08:32,"iPhone4,1",5.1.1,1.1
33.7771835327,-84.3974533081,300.333343506,2012-04-24 16:23:28,"iPhone4,1",5.1,1.1
33.7771835327,-84.3974533081,300.333343506,2012-04-24 16:23:28,"iPhone4,1",5.1.1,1.1
33.7770271301,-84.3911895752,283.81463623,2012-04-25 04:16:00,"iPhone4,1",5.1,1.1
33.7770271301,-84.3911895752,283.81463623,2012-04-25 04:16:00,"iPhone4,1",5.1.1,1.1
33.7762413025,-84.3850250244,317.001312256,2012-04-25 04:24:32,"iPhone4,1",5.1,1.1
33.7762413025,-84.3850250244,317.001312256,2012-04-25 04:24:32,"iPhone4,1",5.1.1,1.1
33.7780303955,-84.3693008423,313.969238281,2012-04-25 04:33:04,"iPhone4,1",5.1,1.1
33.7780303955,-84.3693008423,313.969238281,2012-04-25 04:33:04,"iPhone4,1",5.1.1,1.1
33.7755126953,-84.3753585815,282.647857666,2012-04-25 04:39:28,"iPhone4,1",5.1,1.1
33.7755126953,-84.3753585815,282.647857666,2012-04-25 04:39:28,"iPhone4,1",5.1.1,1.1
33.7760620117,-84.3815231323,300.818359375,2012-04-25 14:49:36,"iPhone4,1",5.1,1.1
33.7760620117,-84.3815231323,300.818359375,2012-04-25 14:49:36,"iPhone4,1",5.1.1,1.1
33.7788124084,-84.3968048096,307.524963379,2012-04-25 14:58:08,"iPhone4,1",5.1,1.1
33.7788124084,-84.3968048096,307.524963379,2012-04-25 14:58:08,"iPhone4,1",5.1.1,1.1
33.7765808105,-84.3876342773,304.003051758,2012-04-26 07:15:12,"iPhone4,1",5.1,1.1
33.7765808105,-84.3876342773,304.003051758,2012-04-26 07:15:12,"iPhone4,1",5.1.1,1.1
33.7755470276,-84.3754119873,277.839141846,2012-04-26 07:25:52,"iPhone4,1",5.1,1.1
33.7755470276,-84.3754119873,277.839141846,2012-04-26 07:25:52,"iPhone4,1",5.1.1,1.1
33.7761802673,-84.3848953247,316,2012-04-26 15:17:20,"iPhone4,1",5.1,1.1
33.7761802673,-84.3848953247,316,2012-04-26 15:17:20,"iPhone4,1",5.1.1,1.1
33.7769851685,-84.3969268799,303.537536621,2012-04-26 15:23:44,"iPhone4,1",5.1,1.1
33.7769851685,-84.3969268799,303.537536621,2012-04-26 15:23:44,"iPhone4,1",5.1.1,1.1
33.7815170288,-84.4065170288,294.666656494,2012-04-26 23:25:52,"iPhone4,1",5.1,1.1
33.7815170288,-84.4065170288,294.666656494,2012-04-26 23:25:52,"iPhone4,1",5.1.1,1.1
33.7861366272,-84.4073257446,280.480957031,2012-04-26 23:32:16,"iPhone4,1",5.1,1.1
33.7861366272,-84.4073257446,280.480957031,2012-04-26 23:32:16,"iPhone4,1",5.1.1,1.1
33.7801628113,-84.4029769897,297.202575684,2012-04-27 04:07:28,"iPhone4,1",5.1,1.1
33.7801628113,-84.4029769897,297.202575684,2012-04-27 04:07:28,"iPhone4,1",5.1.1,1.1
33.7771835327,-84.3973693848,284.297271729,2012-04-27 04:22:24,"iPhone4,1",5.1,1.1
33.7771835327,-84.3973693848,284.297271729,2012-04-27 04:22:24,"iPhone4,1",5.1.1,1.1
33.7767181396,-84.3876724243,315.25,2012-04-27 04:37:20,"iPhone4,1",5.1,1.1
33.7767181396,-84.3876724243,315.25,2012-04-27 04:37:20,"iPhone4,1",5.1.1,1.1
33.7759666443,-84.380355835,299.131469727,2012-04-27 04:43:44,"iPhone4,1",5.1,1.1
33.7759666443,-84.380355835,299.131469727,2012-04-27 04:43:44,"iPhone4,1",5.1.1,1.1
